Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2019-01-02,3.377544641494751,3.4335807989315374,3.2245609518145475,3.239189874819992,508752000
2019-01-03,3.1734836101531982,3.351262171811859,3.166045242899346,3.3172933048553106,705552000
2019-01-04,3.376800537109375,3.4149843243896907,3.2158824046922083,3.2466278256331824,585620000
2019-01-07,3.5555713176727295,3.5925155797011,3.3827515845890326,3.4340769583062456,709160000
2019-01-08,3.4670536518096924,3.639377514397824,3.3944048996474065,3.6371457914940093,786016000
2019-01-09,3.5352392196655273,3.5825972375718473,3.467797352055929,3.5183785754170716,617260000
2019-01-10,3.600944995880127,3.6096231290101746,3.455399697912606,3.515899054744269,523156000
2019-01-11,3.690207004547119,3.713018202830035,3.550860280230269,3.5786303112904605,874764000
2019-01-14,3.730126142501831,3.755416873494179,3.6143345328904237,3.637889637072582,730168000
2019-01-15,3.715994119644165,3.8022798556710824,3.697645891926714,3.7628560536482167,617012000
2019-01-16,3.690455675125122,3.776245559355,3.6850009814466245,3.7432686397952923,470104000
2019-01-17,3.7618637084960938,3.801783363580027,3.6302034030080113,3.657477810196698,493436000
2019-01-18,3.8910446166992188,3.9170792575285733,3.7601282142515524,3.811701399812497,651336000
2019-01-22,3.6887190341949463,3.8724483800478415,3.658469469786453,3.8607948515802604,661552000
2019-01-23,3.7016124725341797,3.8327769213183607,3.670371187700539,3.744011663115966,591020000
2019-01-24,3.9136078357696533,3.9312119161807204,3.781451671668244,3.786162692703459,708972000
2019-01-25,3.970883369445801,3.9889835452337747,3.751449773577879,3.854100040232143,1154572000
2019-01-28,3.4219276905059814,3.5119327261373283,3.2481164564672698,3.3857273323791923,2511528000
2019-01-29,3.2629926204681396,3.4241588130969887,3.2483636982318833,3.375808837077624,1153932000
2019-01-30,3.4065544605255127,3.420935334578574,3.2595213321002765,3.3391125901390146,974228000
2019-01-31,3.56424880027771,3.599953288457982,3.381511198567703,3.4033306736949234,842852000
2019-02-01,3.588548421859741,3.6396257502642957,3.5352398432141046,3.582845681072949,625048000
2019-02-04,3.6988847255706787,3.7360767948557183,3.58234921257006,3.604416500706879,528592000
2019-02-05,3.7179768085479736,3.7546730201199225,3.677065435672829,3.7107862531755473,542424000
2019-02-06,3.7936012744903564,3.858067757324207,3.745747390238805,3.7512020827745176,702464000
2019-02-07,3.6552462577819824,3.749466447138257,3.6123514429834804,3.747234960518667,637120000
