Price,Close,High,Low,Open,Volume
Ticker,HSBC,HSBC,HSBC,HSBC,HSBC
Date,,,,,
2019-01-02,27.954200744628906,27.974714244546906,27.523398986623086,27.60545559482763,2565000
2019-01-03,27.6464900970459,27.878986035224553,27.550756935772274,27.714870181231912,1479400
2019-01-04,28.45338249206543,28.617495707997808,28.214047023409616,28.261916203966805,3060900
2019-01-07,28.07044792175293,28.214047640970065,27.940524738918274,28.063610957827986,2212300
2019-01-08,28.145662307739258,28.426024729854557,28.00206261535798,28.38499512837472,2888300
2019-01-09,28.33713722229004,28.426033415058043,28.125157404540136,28.35081376029534,2733700
2019-01-10,28.398679733276367,28.48757592414813,28.104640693766793,28.125156804603566,1690600
2019-01-11,28.32345962524414,28.487575466638397,28.179859894357165,28.23456604433285,2055900
2019-01-14,28.0225772857666,28.255073153494635,27.961034185234706,27.97471071963426,2763000
2019-01-15,28.186697006225586,28.214047470292495,27.90633453341228,28.00206767897791,1962600
2019-01-16,28.405515670776367,28.57646845751643,28.309782527567137,28.330296027245538,1480500
2019-01-17,28.37133026123047,28.405520302446845,28.131994755649952,28.13883432901299,1632500
2019-01-18,28.66535758972168,28.788443785797547,28.583300995181805,28.747416792793665,1600300
2019-01-22,28.29610824584961,28.42603143505085,28.207212059273644,28.316621747162248,2288100
2019-01-23,28.473886489868164,28.54910610895743,28.337123783208742,28.514916084425494,1219900
2019-01-24,28.316614151000977,28.35764375115245,28.152498358927108,28.152498358927108,1410300
2019-01-25,28.62433624267578,28.754259427034736,28.555953559961104,28.631173206680938,1606200
2019-01-28,28.460216522216797,28.50808308930746,28.337130318688732,28.398673420452763,1331300
2019-01-29,28.7747745513916,28.95940126707142,28.7474214792418,28.856831159308467,1605200
2019-01-30,29.048294067382812,29.185056803686276,28.938884400046486,29.10983716829276,1879800
2019-01-31,28.8089656829834,28.815802647014603,28.569630205368966,28.651689424939267,1925700
2019-02-01,28.521766662597656,28.685882510646426,28.398680428694302,28.43287307808194,1496700
2019-02-04,28.699562072753906,28.71323861224347,28.528609241934134,28.56279928639145,1492500
2019-02-05,28.952564239501953,28.973077739302834,28.781611451741203,28.836314987387727,901900
2019-02-06,28.78844451904297,28.9730738178593,28.754254487824873,28.87050372420501,1242000
2019-02-07,28.59698486328125,28.78845116915693,28.45338513387449,28.72007109092498,1048200
2019-02-08,28.54911994934082,28.54911994934082,28.350814058974144,28.446547217486902,974000
2019-02-11,28.501249313354492,28.665362530722163,28.480735813316674,28.590145494405974,1515900
2019-02-12,28.78844451904297,28.82947412162399,28.699550959582353,28.7405779536312,1085800
2019-02-13,28.945730209350586,29.185063093058638,28.9252140989379,29.09616690402445,1592400
2019-02-14,28.973073959350586,29.08248362490211,28.8089607652894,28.884180399455854,2038700
2019-02-15,29.26711082458496,29.34916741572766,29.16454073778959,29.260273862211402,1562100
2019-02-19,28.391841888427734,28.412355390095662,27.988393168250962,28.145669434281533,6951900
2019-02-20,28.8089656829834,28.870508793394805,28.562793241337758,28.61065981515412,3107900
2019-02-21,28.619619369506836,28.724811167003942,28.514424896803163,28.71779945058676,2306100
2019-02-22,28.549482345581055,28.591560660147657,28.4723401064786,28.556496735611802,1601300
2019-02-25,28.465333938598633,28.58455184029332,28.423255615832367,28.51442397755603,1952800
2019-02-26,28.58454704284668,28.647663178799824,28.416239130442307,28.430265235677012,1667600
2019-02-27,28.844024658203125,28.886100296777606,28.710778002168166,28.738830211355094,1823800
2019-02-28,28.633644104003906,28.858056471480644,28.598577497980433,28.661693643533667,2357400
2019-03-01,28.479354858398438,28.71779329356044,28.395200903401847,28.591561023462557,2006400
2019-03-04,28.528446197509766,28.605588441132326,28.409225636855044,28.54247230318715,2050100
2019-03-05,28.752864837646484,28.83701881494269,28.619620817326926,28.668710860350274,1677900
2019-03-06,28.7318172454834,28.851035116527427,28.696750647923817,28.808959479785205,1071500
2019-03-07,28.66169548034668,28.73182602168157,28.535463181150487,28.710785521677796,2177500
2019-03-08,28.66169548034668,28.689747696880634,28.50741363982314,28.50741363982314,1630600
2019-03-11,28.759870529174805,28.80194884661078,28.696754390623912,28.710780496435905,1770800
2019-03-12,28.801950454711914,28.84402877449725,28.738834312637053,28.752860419232167,1232700
2019-03-13,28.837013244628906,28.872077172128627,28.68974314400635,28.738833177547203,1975700
2019-03-14,28.851032257080078,28.9492123000223,28.766878316730395,28.851032257080078,2359300
2019-03-15,29.04038429260254,29.08246260568816,28.844024181948033,28.844024181948033,2898200
2019-03-18,29.124544143676758,29.15259635808338,28.97026231485315,29.04740189166175,2314800
2019-03-19,29.01935577392578,29.18065201297153,28.97026573052954,29.09649803503608,2119500
2019-03-20,28.90013313293457,29.07545546838097,28.886107025074075,28.984289780097548,1949500
2019-03-21,28.801950454711914,28.942208845456744,28.745848703537757,28.893118809976997,3258600
2019-03-22,28.346111297607422,28.55650022091228,28.290009546544066,28.51442190121005,2574300
2019-03-25,28.35312843322754,28.51442466155765,28.297024001526694,28.444296797138144,2316200
